重复序号,有效标志,抽样技术误差标准差,左删失人数,区间删失人数,右删失人数,一组方案中位达标时间_天,两组方案低BMI组中位达标时间_天,两组方案高BMI组中位达标时间_天,一组方案第1组_12周0天已达标比例,一组方案第1组_13周0天已达标比例,一组方案第1组_25周0天已达标比例,两组方案第1组_12周0天已达标比例,两组方案第1组_13周0天已达标比例,两组方案第1组_25周0天已达标比例,两组方案第2组_12周0天已达标比例,两组方案第2组_13周0天已达标比例,两组方案第2组_25周0天已达标比例
259,1,0.005002686240412663,123,36,8,70,70,84,0.6403221023793901,0.6963490838730338,0.9477784914694508,0.6403221023793901,0.6963490838730338,0.9477784914694508,0.5,0.5629664132436091,0.9106716854059216
260,1,0.008891945533564469,117,44,6,71,70,96,0.6468009410628555,0.709513888858003,0.9625307969568342,0.6583719165834736,0.7199200070729843,0.9643287515145871,0.38213742523878047,0.4520309299474818,0.8966509141344162
261,1,0.005422192495064505,123,35,9,70,70,100,0.6751484991477024,0.7412998534333957,0.9753161586202878,0.6751484991477024,0.7412998534333957,0.9753161586202878,0.331902635342908,0.40650773614210106,0.9042578647305144
262,1,0.0037484947802196365,116,41,10,73,70,103,0.6429650980873546,0.7158008675911901,0.9750209673590314,0.6822507274100079,0.7501860030208375,0.9789648296276003,0.2984637890029164,0.3730500883393545,0.9021673256888473
263,1,0.005583819934538761,117,40,10,70,70,101,0.6501652752187143,0.7092728298199891,0.9574969870473903,0.6501652752187143,0.7092728298199891,0.9574969870473903,0.34830372762848344,0.4123123243582729,0.8662820829631221
264,1,0.006065061113778767,120,39,8,70,70,85,0.6705307230950059,0.7354685564363673,0.9726466953799932,0.6705307230950059,0.7354685564363673,0.9726466953799932,0.4884710365165188,0.5660706645734207,0.9434529315340635
265,1,0.0039859319470729225,122,37,8,70,70,103,0.6779257916201001,0.7447867824818909,0.9768060248873764,0.6779257916201001,0.7447867824818909,0.9768060248873764,0.3031397236911247,0.3762142168170528,0.8969465600872671
266,1,0.004629097569663741,118,39,10,71,70,102,0.6550680500336951,0.7204572638962201,0.9689695567742663,0.6671897774767432,0.7312239065989197,0.9705558746901097,0.32286267586644773,0.39285952840636534,0.8868764848521091
267,1,0.005619539609887968,121,38,8,70,70,95,0.658472927223962,0.7200503070717001,0.9644063148967394,0.658472927223962,0.7200503070717001,0.9644063148967394,0.3910001558657344,0.46135340158939897,0.9002259760691466
268,1,0.005373157052057644,117,41,9,71,70,96,0.6511873832199135,0.7153368413744637,0.966083871169579,0.6630526274101137,0.7259383457368556,0.9677677619617037,0.37853327615991333,0.45051403468001283,0.9028516459342533
269,1,0.0039769403311686975,116,42,9,72,70,100,0.6463447549153466,0.7142515939156581,0.9699438082270706,0.671110069370512,0.736202429200451,0.9729953174823616,0.3358061616052084,0.4088003521378259,0.8992681318352214
270,1,0.004288484768639841,115,41,11,72,70,102,0.6418854501956462,0.7081815817990671,0.9664985274515357,0.6660117239385711,0.7297221236133544,0.969784967811617,0.32409798510332366,0.39365114282750363,0.8852923490098658
271,1,0.004610252897359203,123,36,8,70,70,82,0.6542301693790799,0.7145614881349388,0.9610148313390012,0.6542301693790799,0.7145614881349388,0.9610148313390012,0.5210583694605022,0.5900663921304549,0.9340975950037596
272,1,0.005344047905662391,123,36,8,70,70,101,0.6491338934942066,0.7079263650667154,0.9565604608991902,0.6491338934942066,0.7079263650667154,0.9565604608991902,0.34934421886676603,0.41294037277527573,0.8646916363889682
273,1,0.004273477134399625,117,41,9,71,70,103,0.6533580965482294,0.7182046762990207,0.9677266781799575,0.6653672618307807,0.7288994534449065,0.9693555882939621,0.3167611067131602,0.38533692399150793,0.8806057486888861
274,1,0.007009041425344597,116,45,6,73,70,108,0.6387374338103823,0.7098968778582615,0.9720774199479799,0.6770558408092741,0.7436961974869858,0.9763483290305037,0.264948742432803,0.33283088910090186,0.8765012907623262
275,1,0.00414965803755516,123,35,9,70,70,100,0.6481630059238795,0.7066572015998381,0.955662080834976,0.6481630059238795,0.7066572015998381,0.955662080834976,0.3579501414560232,0.4216404763775605,0.8670723718091295
276,1,0.005322586589547636,112,46,9,74,72,96,0.6235875591366514,0.6949964498329256,0.9685658981629562,0.6488352617900213,0.7176233418672346,0.971723571844777,0.3700960836759173,0.44694422545865997,0.9161626120966158
277,1,0.0035260282252543742,118,37,12,70,70,104,0.6591126749419813,0.7208751276394948,0.9648940538499321,0.6591126749419813,0.7208751276394948,0.9648940538499321,0.3159680963278573,0.3815677704284008,0.8678340261306486
278,1,0.00390042509438506,120,41,6,71,70,93,0.671730338064566,0.7420954711258188,0.978993129419718,0.6849096954733143,0.7534865443453646,0.9802001266899306,0.3933032939712628,0.47687124564576894,0.9365651416899479
279,1,0.00421870832655332,115,43,9,73,70,100,0.6369826015052895,0.7074340035976582,0.9707638336503475,0.6748943912430682,0.7409800539286324,0.9751756181097352,0.332148315215529,0.4066523057375293,0.9039496045170067
280,1,0.005994394100002187,117,42,8,71,70,109,0.6528883550849246,0.7175848593726367,0.9673774247760563,0.6648664729249779,0.7282596455788284,0.9690181472081119,0.273105617029324,0.3366700471232334,0.8555612222932499
281,1,0.0045935582769634255,118,40,9,70,70,102,0.6585266592836362,0.7201196119027152,0.9644475125965263,0.6585266592836362,0.7201196119027152,0.9644475125965263,0.3319532602101991,0.3986617297865206,0.8748397630615418
282,1,0.004601661174414493,120,38,9,70,70,107,0.656089251976564,0.7169705394689055,0.9625350158798324,0.656089251976564,0.7169705394689055,0.9625350158798324,0.2978867236720466,0.36035760722405746,0.8510509353092175
283,1,0.0048057550900936575,120,38,9,70,70,104,0.6632920976002731,0.7262451635510985,0.9679354028760166,0.6632920976002731,0.7262451635510985,0.9679354028760166,0.311263575988031,0.3783485862387604,0.8738232666018467
284,1,0.006568605270270487,118,40,9,72,70,90,0.651435993644323,0.7211300399421553,0.9734784396247839,0.6769172744745271,0.7435223490255991,0.9762746781528117,0.4304808077217157,0.5112048460032218,0.9368890551302905
285,1,0.004929698166093787,121,38,8,70,70,100,0.6745287818076229,0.7405197043006301,0.9749721408869079,0.6745287818076229,0.7405197043006301,0.9749721408869079,0.3325017840808246,0.40686023754391176,0.9035047449197777
286,1,0.004221127190249088,113,46,8,74,72,100,0.6261054692363249,0.6986984716400652,0.9707123281655614,0.6518058767801426,0.7216275754788234,0.9737197298979374,0.32978483873065145,0.40525995550641464,0.9068832844944037
287,1,0.0039091027417519795,119,39,9,71,70,100,0.6664618735404934,0.7353161520929331,0.9762004957100454,0.6793147387329957,0.7465248493294757,0.9775202013808211,0.3278733984722847,0.4041313137261233,0.9092043353274997
288,1,0.004458584937897171,118,40,9,70,70,98,0.6564489805125037,0.7174359729719035,0.962822956226785,0.6564489805125037,0.7174359729719035,0.962822956226785,0.36645359490374524,0.43457916664956625,0.8868746724328233
289,1,0.0039952367521129545,123,36,8,70,70,91,0.6600919659853518,0.7221362737725553,0.965629038660566,0.6600919659853518,0.7221362737725553,0.965629038660566,0.4276663008189108,0.5,0.9153270012488632
290,1,0.004437567026382655,118,38,11,70,70,100,0.6614521800710579,0.7238850640611133,0.9666269793781729,0.6614521800710579,0.7238850640611133,0.9666269793781729,0.3451333753396718,0.4142417128382985,0.8865315483994279
291,1,0.004934228012647523,118,38,11,70,70,95,0.6479435980857771,0.7063701634668925,0.9554567773161486,0.6479435980857771,0.7063701634668925,0.9554567773161486,0.3984961753917584,0.4640800475218333,0.8853381461690031
292,1,0.00450669922286161,121,39,7,70,70,92,0.6673063115148667,0.7313723212220538,0.970631161755816,0.6673063115148667,0.7313723212220538,0.970631161755816,0.4140392674558776,0.4895708650243923,0.9209039953523975
293,1,0.006944988349014162,118,43,6,71,70,94,0.6594990653343515,0.7262672913386071,0.9719905418233747,0.6719090887191927,0.7372135007058742,0.9734695509549263,0.3912100071332379,0.4681617533774023,0.9200857210554768
294,1,0.004214194745617098,121,34,12,70,70,99,0.653655107705478,0.7138150634712146,0.9605335377289183,0.653655107705478,0.7138150634712146,0.9605335377289183,0.3606890831744583,0.42713898510805853,0.8791619903543035
295,1,0.006466558085410854,123,37,7,70,70,88,0.6732390384912863,0.7388936519143461,0.9742422587483459,0.6732390384912863,0.7388936519143461,0.9742422587483459,0.45401944492505947,0.5331790031618004,0.9385210185245686
296,1,0.0042480162501030054,119,39,9,70,70,91,0.6522091074509118,0.7119355910491059,0.9592997330394817,0.6522091074509118,0.7119355910491059,0.9592997330394817,0.43142500276058826,0.5,0.9050951764856332
297,1,0.0039760315340393055,119,38,10,70,70,111,0.6472562415735581,0.7054704038309091,0.9548081078709802,0.6472562415735581,0.7054704038309091,0.9548081078709802,0.2833476513241143,0.34041816320968243,0.8199008768749881
298,1,0.004404672990303176,117,41,9,72,70,92,0.6507281190024367,0.7201770331437707,0.9730109795336725,0.6761107415221256,0.7425096964687,0.9758418604386369,0.40921422041119954,0.48897277647294835,0.9305720038163673
299,1,0.004563460431380716,116,43,8,72,70,92,0.648934862683509,0.7177579086610377,0.9717926950167269,0.6740662630828433,0.7399369563475637,0.9747125720113088,0.4103390580968327,0.4891123922212808,0.9284179089870053
300,1,0.004075988282939467,118,41,8,72,70,99,0.6591315897655049,0.7314189832013706,0.978101693667652,0.6856663698726366,0.7544231336738221,0.9805394567171513,0.3311791960587786,0.41085078457856944,0.9195997400661398
301,1,0.006170877231261742,117,42,8,72,71,88,0.6515040354378406,0.7212215864859504,0.9735229783452928,0.6642793617395613,0.7324905680236072,0.9749475157457982,0.45293661751601244,0.5339625631890582,0.9421425721013613
302,1,0.005377065365359132,120,40,7,70,70,99,0.6735370730472056,0.7392696908333584,0.9744126067815854,0.6735370730472056,0.7392696908333584,0.9744126067815854,0.34239201757047183,0.4170967342455712,0.9057536927199001
303,1,0.003914990758905442,117,38,12,70,70,105,0.6612534443394545,0.7236297671375925,0.9664828179903108,0.6612534443394545,0.7236297671375925,0.9664828179903108,0.30605050162787145,0.3716848508795723,0.866928654608309
304,1,0.005278581165230395,119,40,8,70,70,90,0.6675352756195085,0.7316638485833291,0.9707785794460299,0.6675352756195085,0.7316638485833291,0.9707785794460299,0.4344356914888454,0.5105599643954585,0.9270586969617364
305,1,0.005265993296574473,117,43,7,73,70,102,0.6426417851348872,0.7153508429729339,0.9748064431759982,0.681854071660222,0.7496923989589633,0.9787746945667242,0.30750991345139767,0.38293250419893277,0.9052539421694388
306,1,0.0060301996484794,122,37,8,70,70,97,0.6518295255974569,0.7114416122860096,0.9589701881854601,0.6518295255974569,0.7114416122860096,0.9589701881854601,0.3787350521774018,0.44531569334038656,0.8838648415459848
307,1,0.005220302796751029,120,37,10,70,70,94,0.6629870387946447,0.7258542926391773,0.9677217093538474,0.6629870387946447,0.7258542926391773,0.9677217093538474,0.39713196264688494,0.4699427346126349,0.9094127768584572
308,1,0.004692234828915603,112,45,10,75,72,100,0.613900664495041,0.6881042639692487,0.9697377295736265,0.6526665618211852,0.7227841349218969,0.9742734030136765,0.32883692847194534,0.4047005383769428,0.9080400477940233
309,1,0.004321306655315125,113,44,10,74,72,96,0.6218973898427249,0.6925027340212566,0.9670439786357174,0.6468391517673964,0.7149219832682296,0.9703050795314819,0.3718646788574475,0.4476947836279627,0.9135075796563163
310,1,0.004980326040894913,119,39,9,70,70,99,0.6593920687275945,0.721235113706021,0.96510517230787,0.6593920687275945,0.721235113706021,0.96510517230787,0.35541932042644386,0.42426444074300307,0.887355664977418
311,1,0.004354909362801409,116,41,10,71,70,100,0.6482585416321512,0.7114529254460471,0.9637471778322689,0.6599278062605196,0.7219249885612241,0.9655068050079536,0.3466045554863619,0.4150954483140964,0.8844150358783922
312,1,0.0048387758039067875,121,37,9,70,70,88,0.6762635658567316,0.7427016762062839,0.9759244157462311,0.6762635658567316,0.7427016762062839,0.9759244157462311,0.4531479128652586,0.5338096527428852,0.9414518640240626
313,1,0.004936713762215559,120,38,9,70,70,95,0.6539548862266286,0.7142042462089294,0.9607850948734544,0.6539548862266286,0.7142042462089294,0.9607850948734544,0.39422365977217066,0.46252787521310773,0.8940346335875101
314,1,0.0037799457673356406,120,37,10,70,70,100,0.663968441009096,0.7271111420536711,0.9684046480976087,0.663968441009096,0.7271111420536711,0.9684046480976087,0.3427043337567565,0.41282947622142924,0.8899611770318689
315,1,0.00642674942103852,121,37,9,70,70,94,0.6584757519065254,0.7200539505419079,0.9644084817175346,0.6584757519065254,0.7200539505419079,0.9644084817175346,0.4001082349783894,0.4708346634606089,0.9036003339364285
316,1,0.005780371472300396,121,38,8,70,70,93,0.670008782984637,0.7348068464967624,0.9723291465315032,0.670008782984637,0.7348068464967624,0.9723291465315032,0.40242452479516716,0.47890039194609113,0.9209785145397772
317,1,0.003847718712434684,114,44,9,73,70,107,0.6274452047710735,0.6939268173061812,0.9625707554557339,0.6630962257684455,0.7259942134632517,0.9677983415430842,0.2892957583281005,0.3539921855910795,0.8614130508796412
318,1,0.00562800535607776,114,45,8,74,72,94,0.6262435378694605,0.6989010176913864,0.9708259851269125,0.6519686619220016,0.7218464453350749,0.9738252808709602,0.3874575148281632,0.46702867927953684,0.9262676651996721
319,1,0.003936326974695395,123,34,10,70,70,104,0.6509433478065862,0.7102873818664741,0.9581915226856543,0.6509433478065862,0.7102873818664741,0.9581915226856543,0.32519212658928426,0.387835432908066,0.8555422400816893
320,1,0.005503568665373337,120,36,11,70,70,98,0.6493543176254815,0.7082142821458878,0.9567621464238181,0.6493543176254815,0.7082142821458878,0.9567621464238181,0.3726203986187321,0.43770860398119066,0.8764944890843034
321,1,0.0038863525815967703,119,40,8,71,70,94,0.6656953605140706,0.7343249235877806,0.975767104718295,0.6785000990912194,0.7455059147630022,0.9771037753124723,0.3868030654295376,0.4668306921802558,0.927301835423967
322,1,0.007694623607317008,117,42,8,73,71,96,0.6454269308181665,0.7192193585481627,0.9765997199989208,0.6720675717600705,0.7425273914832659,0.9791612606883691,0.361267592857511,0.4431786347832354,0.9284064512229021
323,1,0.004495289263775928,118,39,10,70,70,102,0.6645661853154892,0.7278757723363722,0.9688142068951899,0.6645661853154892,0.7278757723363722,0.9688142068951899,0.32561416048486863,0.39462136076336035,0.8833260525570896
324,1,0.005801455748526001,118,41,8,70,70,99,0.6571186017153261,0.7183017411649445,0.9633536661147395,0.6571186017153261,0.7183017411649445,0.9633536661147395,0.35750856311712276,0.42540571884155653,0.8841605127309424
325,1,0.004728333190637962,119,37,11,70,70,96,0.6576619452905306,0.7190036487721979,0.9637792890276258,0.6576619452905306,0.7190036487721979,0.9637792890276258,0.3826831506212899,0.45226021016342943,0.8956840868312961
326,1,0.005338725977205216,116,43,8,74,71,100,0.6362243868147553,0.7134147881344114,0.9780339072681179,0.6773315663291851,0.7492372925227517,0.981631267906802,0.31670581777047685,0.3974888810852365,0.9218734542979771
327,1,0.004419509231865492,115,45,7,74,72,103,0.6390993817774163,0.7175473828055899,0.9797777369637235,0.6670749528756257,0.7418977988968911,0.9820855241920421,0.2850936709102671,0.3639031895502884,0.9160423847882837
328,1,0.007269752047989086,116,41,10,72,70,102,0.6468592150483684,0.7149491775639226,0.9703196559879915,0.671697544465951,0.7369459352185515,0.9733447324557276,0.31813843751615367,0.3898226108626431,0.8927877785426838
329,1,0.004612588600190921,114,43,10,73,72,82,0.6310150860092193,0.6990062836443758,0.965857538670598,0.6432055923365575,0.709982903973998,0.9675543498549076,0.5230144387263629,0.5982356898638282,0.9477486388945381
330,1,0.005610564235694206,120,41,6,70,70,99,0.6694456944174585,0.7340923806518768,0.971982837669998,0.6694456944174585,0.7340923806518768,0.971982837669998,0.3461653098156995,0.4191822392136064,0.9006889993713957
331,1,0.004876693356249762,117,43,7,72,70,88,0.6485385821165611,0.7172223830993262,0.9715167535086597,0.6736142183395221,0.7393669989596064,0.9744565347826976,0.45391154696204544,0.5332570738931368,0.9388911166795321
332,1,0.004046653719722435,121,36,10,70,70,99,0.656546286481853,0.7175618320722473,0.9629005018542027,0.656546286481853,0.7175618320722473,0.9629005018542027,0.3580343108333231,0.4256925737978792,0.883345493218596
333,1,0.004731674720481465,121,39,7,70,70,103,0.655946775777937,0.7167861330362651,0.9624204208635665,0.655946775777937,0.7167861330362651,0.9624204208635665,0.3270191519999789,0.39212079870812416,0.8671520586907275
334,1,0.0034145688970956775,120,38,9,70,70,91,0.6516007051403535,0.7111437090481489,0.9587703803744544,0.6516007051403535,0.7111437090481489,0.9587703803744544,0.43171375184194494,0.5,0.9042659485384518
335,1,0.004111042939525603,122,36,9,70,70,96,0.6617396183587239,0.7242541798897212,0.9668344988280942,0.6617396183587239,0.7242541798897212,0.9668344988280942,0.3795454065362434,0.45094048521801433,0.9011423889364463
336,1,0.006366440519181422,115,42,10,73,71,97,0.6370191333991966,0.7074853476970696,0.9707917525221014,0.6623467502925012,0.7299802398141775,0.9737881205699682,0.35971011179873613,0.4363792308113557,0.9140868534801233
337,1,0.005239173355787154,119,38,10,70,70,95,0.6604759293565771,0.7226302691769042,0.9659134202303353,0.6604759293565771,0.7226302691769042,0.9659134202303353,0.38956756629143724,0.4608304724828404,0.9028784211601056
338,1,0.00507677688329864,118,41,8,71,70,105,0.656416797515476,0.7222299318954654,0.9699190459077034,0.6686267999655033,0.733052253260551,0.9714722268166244,0.2975159012071404,0.3656389583243638,0.8772668411175085
339,1,0.0052580042358952705,119,41,7,72,70,93,0.6616320105414409,0.7347332686565636,0.9794360382984059,0.6885013926752269,0.7579216638158841,0.9817645462051399,0.3910816197354572,0.4763746637621137,0.9399186230589145
340,1,0.004835603019560632,115,43,9,73,71,90,0.6371864843952179,0.7077205135911732,0.9709193328074582,0.6625406415712544,0.7302324397126134,0.9739066055416511,0.4312314248915175,0.511082344872298,0.9351219541049679
341,1,0.005118169916859373,122,37,8,70,70,100,0.6665231057464618,0.7303743560183131,0.9701218168602901,0.6665231057464618,0.7303743560183131,0.9701218168602901,0.34023746002558075,0.41139180614262794,0.8933623543249296
342,1,0.006368943314084004,120,40,7,70,70,100,0.6693151964094463,0.7339267133738178,0.9719020234289124,0.6693151964094463,0.7339267133738178,0.9719020234289124,0.33754042753879676,0.40981595038688223,0.8969877010040453
343,1,0.005047156133087333,120,39,8,70,70,104,0.6646694215661705,0.7280077636695226,0.9688844557038147,0.6646694215661705,0.7280077636695226,0.9688844557038147,0.30971542038629307,0.37728576120801116,0.8757532454153905
344,1,0.0042317828471767965,116,43,8,72,70,100,0.6424399915214455,0.7089386900489312,0.9669458078127037,0.6666463281469849,0.7305314437781156,0.9702024763984756,0.34011845257086004,0.41132236088898827,0.8935243667108538
345,1,0.004758858182535285,120,36,11,70,70,107,0.6469878464211228,0.7051188521245433,0.9545525419777696,0.6469878464211228,0.7051188521245433,0.9545525419777696,0.3091349010725705,0.3686069050662893,0.8368116486258041
346,1,0.00689304764111211,121,37,9,70,70,97,0.6532094602757599,0.713236215321057,0.9601569052183784,0.6532094602757599,0.713236215321057,0.9601569052183784,0.3776055193564338,0.4447892749989613,0.885871476986354
347,1,0.004999672579411762,119,37,11,70,70,108,0.6481688400283505,0.7066648328850113,0.955667528364567,0.6481688400283505,0.7066648328850113,0.955667528364567,0.30106950063055826,0.3603214178377816,0.834447669100465
348,1,0.0050687048541543725,119,41,7,72,70,95,0.6600838449626267,0.7326828760238936,0.9786189945526181,0.6867465077632661,0.7557580408306913,0.9810147302699961,0.37056050872447754,0.4538309990092518,0.9327774947061209
349,1,0.005835475658228353,119,43,5,71,70,100,0.667217014835256,0.7362914667346032,0.9766205328975734,0.6801171389532242,0.7475271689782637,0.9779236655304122,0.3270971259544012,0.40367227973721165,0.910133936155984
350,1,0.0044950778303904215,118,42,7,72,70,95,0.6583779143783876,0.7304171945569021,0.9776841224914368,0.6848110872296325,0.7533644028179802,0.9801555138819535,0.3719756140591328,0.45435632193949915,0.9308656678584517
351,1,0.0041127823364987435,118,37,12,70,70,104,0.6452093577732133,0.7027862515590813,0.9528262857932285,0.6452093577732133,0.7027862515590813,0.9528262857932285,0.3316878922410843,0.39221605872373305,0.8464451989361139
352,1,0.004635481419142799,124,32,11,70,70,89,0.6344850070136799,0.6886098806995005,0.9411270985034172,0.6344850070136799,0.6886098806995005,0.9411270985034172,0.45638636641844066,0.5167994231325638,0.8854710277660865
353,1,0.005094367499255322,118,38,11,70,70,95,0.6596862347775371,0.721613979312704,0.9653262201929144,0.6596862347775371,0.721613979312704,0.9653262201929144,0.3901326334084254,0.4610368076708246,0.9018393781838628
354,1,0.007642221393787444,118,41,8,70,70,107,0.663079294480786,0.7259725178242312,0.9677864691584547,0.663079294480786,0.7259725178242312,0.9677864691584547,0.2893164426511079,0.3540075824688955,0.8613886358467084
355,1,0.007439868881531159,116,43,8,74,71,103,0.6415967806150648,0.7211192252965294,0.9811863393902844,0.6840455339335153,0.7577062834788626,0.9843929766740431,0.2815514089980322,0.36145367324972655,0.9194648946810012
356,1,0.003692419015611244,115,43,9,72,70,102,0.6415754716572568,0.7077580941988242,0.9662461010764571,0.665656918986366,0.7292693040705932,0.9695492505953532,0.3244700890061323,0.3938893967707266,0.8848120229314451
357,1,0.003112969759101849,119,41,7,71,70,104,0.667295182873992,0.7363923572209764,0.9766636242962765,0.6802001902298034,0.7476308384098261,0.9779650493429402,0.29233776916082915,0.365230659474149,0.8960508288755541
358,1,0.0037860251357771,114,44,9,74,71,104,0.6276554939978505,0.7009696242390582,0.9719649366007252,0.6665593481226956,0.7354421144329434,0.976255098801433,0.29320901018382683,0.36584078624613187,0.895091980637989
359,1,0.004360025789617926,119,39,9,70,70,100,0.6650063991332732,0.7284384627278815,0.9691127673281612,0.6650063991332732,0.7284384627278815,0.9691127673281612,0.341702138136652,0.4122458282967275,0.8913528355297194
360,1,0.004556267820968216,117,43,7,73,71,95,0.6531523342586156,0.7298511914696404,0.980972718950516,0.6809613567217627,0.7538284804540836,0.9831753013916757,0.36472258364814214,0.45165606181740964,0.9401850669924264
361,1,0.005119791433991986,114,43,10,74,71,101,0.6275356836446248,0.7007942878233909,0.9718699255806481,0.6664081955732347,0.735246777760249,0.9761703776338345,0.3189676005100659,0.39434207675998534,0.905697960723804
362,1,0.004130722212663102,122,36,9,70,70,98,0.6593430014992591,0.7211719031334657,0.9650681783591386,0.6593430014992591,0.7211719031334657,0.9650681783591386,0.3639332573872791,0.4332953400330969,0.890912873491431
363,1,0.003906677317164611,122,36,9,70,70,99,0.6557191389120418,0.7164914280784438,0.9622366780975693,0.6557191389120418,0.7164914280784438,0.9622366780975693,0.35879402114361036,0.4261068413226828,0.88215993863159
364,1,0.005152953994148046,115,42,10,72,70,119,0.6359514129374112,0.7000404402884495,0.9613538560180113,0.6592106437838904,0.7210013721877093,0.9649682123207454,0.22089824582346346,0.2747242868863556,0.8014881259111523
365,1,0.005228591762210587,119,41,7,71,70,97,0.6619660196060342,0.7294847872556208,0.9735540327922316,0.6745343896813039,0.7405267673283062,0.9749752732477337,0.3600456482675187,0.4365382019756642,0.9136166270728856
366,1,0.0038080253598197647,121,36,10,70,70,99,0.6605415720427027,0.7227146959763084,0.9659618261436712,0.6605415720427027,0.7227146959763084,0.9659618261436712,0.35436249672917497,0.4236862994725712,0.8889455410298318
367,1,0.004558836369218238,116,43,8,73,71,92,0.6409638675793962,0.713011351710652,0.9736654176922698,0.6669127479368566,0.7358986305738479,0.9764521087871145,0.40718086331244113,0.48872009837767133,0.9343186664648062
368,1,0.005321765901671876,111,47,9,77,75,93,0.5996658202057842,0.6847707390678774,0.9783859082625895,0.6286169459470861,0.7105381402375188,0.9808247583780464,0.3839845956130665,0.47478178835733437,0.9495888281452626
369,1,0.006635965285837556,119,40,8,71,70,104,0.6662548464884672,0.7350485533812567,0.9760841436565505,0.67909472865184,0.7462497967137866,0.9774084172579602,0.2935697077549113,0.36609319667323564,0.894693224801256
370,1,0.005185370910842743,117,42,8,72,70,101,0.6483557803509129,0.7169752345061801,0.9713886304061803,0.6734056627949316,0.7391039081104953,0.9743376222062635,0.32486647910762556,0.39799915061916236,0.898585571705007
371,1,0.004977592296328888,113,44,10,73,70,107,0.627179751807177,0.6935480047441461,0.9623150956740655,0.6627666551502208,0.7255718081209542,0.9675665345295188,0.28969844811709705,0.3542918746492374,0.8609372675639859
372,1,0.005432443003042113,114,43,10,74,71,101,0.6287554725282987,0.7025777018297432,0.9728233525613696,0.667946401964247,0.7372323753648561,0.9770198130574722,0.3173203954525073,0.39331660756905656,0.907614468326559
373,1,0.006480905810249186,117,41,9,72,70,104,0.6536792974296353,0.7241429261085022,0.9749111490753787,0.6794713063898272,0.7467205280307081,0.9775994464854382,0.29314995704065283,0.36579945151317267,0.8951571648018625
374,1,0.005240816067655384,111,45,11,75,72,106,0.6173294317343697,0.6933855971627975,0.9727601597678316,0.657120963057183,0.7287435870129295,0.9769713674635904,0.27256894348677757,0.3443743578849607,0.8924102894714557
375,1,0.004663279484382761,114,44,9,74,70,107,0.6253148886453056,0.6975377834369043,0.9700535467827317,0.6762764692954966,0.7427178835368453,0.9759313744680774,0.27330763411228115,0.341981981429179,0.879517166204266
376,1,0.0049152092015877745,111,45,11,74,72,100,0.618707570312004,0.6877776667085348,0.9639836832852211,0.6430675218606823,0.7097946779932902,0.9674453671779716,0.339425044778215,0.4109175675875689,0.8944645831021926
377,1,0.006793235876446701,119,40,8,70,70,96,0.6587440247568721,0.7203999213319141,0.9646137355749925,0.6587440247568721,0.7203999213319141,0.9646137355749925,0.38185130209677165,0.4519106768622181,0.8971548547971688
378,1,0.0048217482111663655,115,42,10,72,70,96,0.6455004760869941,0.713105572808398,0.9693175404311695,0.670145645008024,0.7349804094763547,0.9724127335493973,0.37305015194669966,0.44819719316641277,0.9116885361419191
379,1,0.00470395832758548,123,36,8,70,70,93,0.657335926795964,0.7185825521538715,0.963524441080425,0.657335926795964,0.7185825521538715,0.963524441080425,0.4100702510767516,0.4805902270812318,0.9054099781739771
380,1,0.003915213758258792,118,39,10,70,70,104,0.6594616409731547,0.7213247322219184,0.9651575655791997,0.6594616409731547,0.7213247322219184,0.9651575655791997,0.31557490432494034,0.3812993159488506,0.8683417914856764
381,1,0.0034332690092023967,121,36,10,70,70,95,0.6554019832804568,0.7160806752676742,0.9619793354848681,0.6554019832804568,0.7160806752676742,0.9619793354848681,0.39319236810456193,0.4621524516010259,0.8960494331369724
382,1,0.003353489296856707,115,41,11,71,70,102,0.6484213138195698,0.7116692089806229,0.9638807704729568,0.6601015235591985,0.7221485735289662,0.9656361432457586,0.33029959642633033,0.3976101915758485,0.8770951225818704
383,1,0.004289808773682061,113,45,9,74,71,104,0.6183752374301077,0.6872839913770091,0.9636501317546369,0.6548095927601809,0.7201171589372305,0.9687845299313564,0.3071944385133717,0.3755513273270389,0.8788528551477923
384,1,0.007487663508208581,115,44,8,73,71,97,0.6353094841306491,0.7050792338396267,0.9694584279269886,0.6603650464379428,0.7273981527428874,0.9725487116727772,0.3614560541603124,0.43720586290756114,0.9116166230738101
385,1,0.0063147284191212285,122,37,8,70,70,92,0.6744116283630595,0.7403721372465979,0.9749066220795941,0.6744116283630595,0.7403721372465979,0.9749066220795941,0.41014923501509143,0.4890888393148716,0.9287855746928352
386,1,0.003799255618090234,116,41,10,73,70,100,0.6392621764499626,0.7106319610635535,0.972459478910756,0.6777015924829216,0.7445058672278908,0.9766888420302978,0.32943376348348435,0.4050528322932097,0.9073130289519338
387,1,0.006889306121594386,118,43,6,72,71,85,0.6558187041972932,0.727005899769618,0.9762108654752785,0.6688994276246222,0.7384600785435109,0.9775321409128224,0.4876284926851876,0.5708383543411355,0.9534800697464821
388,1,0.0051097338749645374,119,37,11,70,70,101,0.6602070607528213,0.7222843794896942,0.965714506229922,0.6602070607528213,0.7222843794896942,0.965714506229922,0.3381748536893015,0.4061669109449497,0.8810583176769006
